ID,sentence,subjectivity,length,sentiment
39531,There is also conflicting evidence to prove if sweat is a reliable way of tracking all the things we might be curious about.,1,124,0
61538,"He added the reason for this is ""not because we've given up on schizophrenia — we feel that schizophrenia is a massive opportunity.""",1,132,1
154919,"She also said a limitation of this study is the use of the ASQ-3 questionnaire, which is filled out by parents.",0.9,111,0
56248,"Instead of gel and a stick, Zhao and his team invented a thin patch probe that pairs with a Jell-O-like “couplant” that facilitates the transfer of ultrasonic waves.",0.85,165,0
180731,"The group brought together surgeons from across the U.S. including ""passionate firearm owners and experts in firearm safety,"" Bulger said.",0.85,138,0
147591,"After the researchers injected the animals with levodopa, within 15 minutes, the rabbits were hopping around, ears proudly vertical.",1,132,0
254790,"Soon after she took office, Carlson introduced legislation that she said she got help drafting from the leader of a popular Facebook group, Montanans for Vaccine Choice.",0.9,169,0
218038,"Helping people disentangle and make sense of that is a really powerful and important part of our job.""",1,102,1
135169,Coverage among adolescents living in non-metropolitan statistical areas was significantly lower than those living in MSA principal cities in all years assessed (P < .05).,0.875,170,0
9536,"""And these are things that will only grow in volume over time as the population ages.""",1,86,0
224156,"The company returned to the field in 2009 when it bought Wyeth, which was making a highly effective and uncommonly profitable vaccine against pneumonia and ear infections.",0.9,171,1
108197,"For example, a neurotransmitter called GABA is a key player in alcohol addiction, Roberto said.",1,95,0
40225,"Cases have also been identified in Asia, with both Japan and Singapore reporting one case each of acute hepatitis, Bloomberg reports.",0.9,133,0
89837,"For example, only one patient in the drug continuation group experienced a relapse compared with three in the discontinuation group.",0.95,132,0
247980,"In fact, it's not only music that has an analgesic, or pain-reducing, effect.",1,77,1
219825,But already January says it can use artificial intelligence to predict a person’s glucose levels after a user wears a CGM for two weeks.,1,136,0
96940,"The study by Mintz et al ""addresses this important gap in the literature,"" Tsui writes.",1,87,0
224727,"In the latest version, the company tweaked the genetic code of the nematodes so that they would swim away from pancreatic cancer samples.",0.9,137,0
17408,"The Witts are relieved to be home, but frustrations from their ordeal remain, especially considering the estimated $5,000 in out-of-pocket costs they expect to pay.",1,164,-1
112684,"However, at 1 and 6 months there was no significant difference in the anticoagulant decision between the intervention and control arms.",0.875,135,0
85968,"Think Margaret ""Hot Lips"" Houlihan of the TV program M*A*S*H or Abby Lockhart of ER.",0.85,84,0
11850,"In this way, the plasma concentration of propranolol, for example, increases by 67% in extreme heat and is associated with stronger pulse retardation.",1,150,0
84064,"A key scene in the film comes after the patient's mother is stunned to discover a cheerful Tango performance on her son's ward, and confronts the doctor angrily.",1,161,-1
221958,Pfizer has also been spending significantly to expand its manufacturing capacity in the United States.,0.875,102,0
184315,"The researchers, led by Alexia Kieffer, MSc, MPH, with Sanofi, used static decision-analytic modeling for the estimates.",0.9,120,0
105465,Rivaroxaban Preserves Radial Pulse  Rivaroxaban was also favored for the endpoint of inability at 30 days to find a radial pulse (5.8% vs. 12.2%; P = .01).,0.9,155,0
179963,"When asked about investments gone wrong, 56% reported an investment that didn't turn out as they hoped.",0.9,103,-1
179828,"The median annual price of 13 novel drugs approved for chronic conditions by the U.S. Food and Drug Administration so far this year is $257,000, Reuters found.",1,159,0
217946,"Cabrera, too, reiterated that he only plays music — including covers of Hotel California and We Are The World — when he's not assisting the surgeon.",1,148,0
40153,She acknowledged the difficult trade-off the FDA faced in pulling its inspectors to reduce their exposure to COVID-19.,1,118,-1
192264,"Hospitalist Shoshana Ungerleider, MD, was also troubled by the care her dying patients received.",1,96,-1
166465,"“It’s important for there to be a therapeutic alliance between patients and their doctors,” she says.",1,101,0
102684,"""These are very important drugs that are vastly underused,"" commented Josef Coresh, MD, PhD, at the time.",1,105,-1
177444,"The US Preventive Services Task Force (USPSTF) today posted final recommendations on screening for anxiety, depression, and suicide risk in children and adolescents.",1,165,0
282263,"""Individuals with comorbidities are often not recruited into clinical trials, so I think it's a really important study from that perspective.""",1,142,0
224462,"""The Chicago area also has a lot of providers and likely a lot of capacity.",1,75,0
265707,"One approach, he added, might be to convene a national panel of experts on XTx research ethics to provide guidance on these key issues.",1,135,0
22249,"As a result, chances to grow in leadership — through compensated leadership conferences and certifications — are crucial.",1,121,0
64041,The journal has not yet determined what kind of notice to place on the article.,0.9,79,0
139075,"""Our aim was not to look at the outcomes of the trials but to look at potential biases.",1,87,0
279048,The Culture of Working While Sick  Why doctors come to work when they're sick is complicated.,0.904761905,93,-1
7339,"In a written comment, she explained that the cross-sectional design makes it impossible to know whether the mood disturbances were linked with delivery at all.",1,159,-1
130582,This launched an unprecedented FDA-approved trial and puts Synchron ahead of Neuralink (which is still in the animal-testing phase).,0.9,132,0
287752,Pack-years of smoking showed an association with HF after adjustment for potential confounders.,1,95,0
103642,"Patients often terminate treatment or reduce the dosage on their own because of side effects of high-dose prednisolone, potentially blunting the treatment effect.",1,162,-1
